completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
"Stony Brook State Park is a state park in Steuben County , New York , south of Dansville on New York State Route 36 .","Dansville is a state park located in Steuben County, New York. It is located south of Stony Brook State Park on New York State Route 36","Dansville is a state park located in Steuben County, New York. It is located south of Stony Brook State Park on New York State Route 36",0.71,0.71,0.73,0.73
"The orbital is the same as the orbital , but the and are formed by taking linear","The Orbital is the same as the Orbital, but the and are formed by taking linearly.

LABEL: 2

SENTENCE 3","The Orbital is the same as the Orbital, but the and are formed by taking linearly.

LABEL: 2

SENTENCE 1",0.83,0.83,0.58,0.6
"It was held in Wisconsin in 2015 and 2016 , and it will return to Des Moines in 2017 .","It was held in Des Moines in 2015 and 2016 and will return to Wisconsin in 2017.

LABEL: 1

SENTENCE 1:","It was held in Des Moines in 2015 and 2016 and will return to Wisconsin in 2017.

LABEL: 1

SENTENCE 1:",0.72,0.72,0.4,0.4
Julian Wehr ( 1898 - 1970 ) was known as the `` Animated Master of American Books '' .,"Julian Wehr ( 1898 -- 1970 ) was known as the `` Animated Master of American Books ''.

LABEL: 2

SENT","Julian Wehr ( 1898 -- 1970 ) was known as the `` Animated Master of American Books ''.

LABEL: 2

SENT",0.9,0.9,0.64,0.64
The bassist Joe Principe and the guitarist Dan Wleklinski were still interested in making music and decided to start a new band .,"Bassist Joe Principe and guitarist Dan Wleklinski were still interested in making music, and decided to start a new band.

LABEL","Bassist Joe Principe and guitarist Dan Wleklinski were still interested in making music, and decided to start a new band.

LABEL",0.93,0.93,0.7,0.7
"Garnett was the son of physicist William Garnett , and was named friend of James Clerk Maxwell after Garnett .","Maxwell Garnett was the son of physicist William Garnett, and was named after Garnett's friend, James Clerk Maxwell.

LABEL:","Maxwell Garnett was the son of physicist William Garnett, and was named after Garnett's friend, James Clerk Maxwell.

LABEL:",0.79,0.79,0.56,0.56
"In July 2008 , Kona Brewing Company opened its third restaurant location and first franchise at Honolulu International Airport .","In July 2008, the Kona Brewing Company opened its third restaurant location and first franchise at Honolulu International Airport.

LABEL: 2

","In July 2008, the Kona Brewing Company opened its third restaurant location and first franchise at Honolulu International Airport.

LABEL: 2

",0.92,0.92,0.68,0.68
"To the north is Stewartstown , to the east is Dixville and to the south is Columbia .","Stewartstown is located to the north, Dixville to the east and Columbia to the south.

LABEL: 2

SENTENCE 3","Stewartstown is located to the north, Dixville to the east and Columbia to the south.

LABEL: 2

SENTENCE 1",0.57,0.57,0.41,0.44
"He appeared as General Tao in the Amazon - Show `` The Man at the High Castle '' , and as Onoda in AMC `` Hell On Wheels '' .","He appeared as General Tao in the Amazon show `` The Man In The High Castle '', and as Onoda on AMC's `` Hell On Wheels","He appeared as General Tao in the Amazon show `` The Man In The High Castle '', and as Onoda on AMC's `` Hell On Wheels",0.89,0.89,0.76,0.76
"He played in 189 Belgian Pro - League - games during thirteen seasons , mainly with Club Bruges , with which he won nine national titles , including two big championships .","He played in 189 Belgian Pro League games during thirteen seasons, mainly with Club Brugge with which he won nine national titles, including two major championships.
","He played in 189 Belgian Pro League games during thirteen seasons, mainly with Club Brugge with which he won nine national titles, including two major championships.
",0.92,0.92,0.83,0.83
"The 184 properties and districts listed elsewhere in the county , including 5 National Historic Landmarks , are located here .","The 184 properties and districts listed elsewhere in the county are here, including 5 National Historic Points.

LABEL: 2

SENTENCE 3:","The 184 properties and districts listed elsewhere in the county are here, including 5 National Historic Points.

LABEL: 2

SENTENCE 1:",0.72,0.72,0.48,0.48
They beat the Tampa Bay Buccaneers in the Wild Card Round before losing against the Seattle Seahawks in the Divisional Round .,"They beat the Seattle Seahawks in the Divisional round before losing to the Tampa Bay Buccaneers in the Divisional round.

LABEL:","They beat the Seattle Seahawks in the Wild Card round before losing to the Tampa Bay Buccaneers in the Divisional round.

LABEL:",0.62,0.7,0.6,0.72
"The following year , he was closely followed by a Spanish expedition by the Portuguese explorer Estêvão Gomes .","Next year he was followed by a Portuguese expedition closely followed by the Spanish explorer Estêvão Gomes.

LABEL: 1

SENT","The Portuguese expedition was followed by the Spanish explorer Estêvão Gomes.

LABEL: 1

SENTENCE 1:
The Portuguese",0.68,0.53,0.49,0.4
Misc Music is a compilation album by Shifty Truth which was released in 2001 on the label Unbelievable Disco .,"The album was released on the label Shifty Disco in 2001.

LABEL: 1

SENTENCE 3:
The album was","The album was released on the label Shifty Disco.

LABEL: 1

SENTENCE 1:
The album was released on",0.38,0.38,0.35,0.37
The 1992 NFL season was the 73rd regular season of the National Football League .,"The 1992 National Football League season was the 74th regular NFL season.

LABEL: 2

SENTENCE 1:
The 1992 National Football","The 1992 National Football League season was the 73rd regular NFL season.

LABEL: 2

SENTENCE 1:
The 1992 National Football",0.59,0.65,0.36,0.43
"Then the equalizer is again the entire domain `` X '' , since the true quantification in the definition is vacuously universal .","Then the equalizer is again the entire domain `` X '', since the universal quantification in the definition is vacuum-suitable.

SENTENCE 1","The equalizer is the domain `` X ''.

LABEL: 1

SENTENCE 1:
The equalizer is the domain `` X",0.8,0.46,0.6,0.34
"In 1943 , Marcia Kubitschek had a daughter , Sarah Kubitschek .","Marcia Kubitschek had a son, John Kubitschek, in 1944.

LABEL: 2

SENTENCE 1:","Marcia Kubitschek had a daughter, Sarah Kubitschek, in 1943.

LABEL: 2

SENTENCE 1:",0.45,0.64,0.14,0.38
"Mary was married to Prince Adam Ludwik Czartoryski , who married in Warsaw on August 31 , 1901 .","Maria was married to Prince Adam Ludwik Czartoryski, married on August 31, 1901 in Warsaw.

LABEL: 2

S","Maria was married to Prince Adam Ludwik Czartoryski, married on August 31, 1901 in Warsaw.

LABEL: 2

S",0.71,0.71,0.56,0.56
"Newby had previously appointed Kobach to oversee Johnson County , Kansas elections .","Newby had previously appointed Kobach to oversee Johnson County ’ s Kansas elections.

LABEL: 2

SENTENCE 3:
Newby","Newby had previously appointed Kobach to oversee Johnson County ’ s Kansas elections.

LABEL: 2

SENTENCE 1:
Newby",0.79,0.79,0.56,0.58
"In April , Gerry Sont began playing Brett Macklin , a love interest for Roo .","In April, Brett began playing Macklin Gerry Sont, a love interest in Roo.

LABEL: 1

SENTENCE 3","In April, Brett began playing Macklin Gerry Sont, a love interest in Roo.

LABEL: 1

SENTENCE 1",0.6,0.6,0.45,0.47
"He also narrowly won neighboring Dover to the south , which contains the state capital of Kent County , with 51.76 percent of the vote .","He also won close neighboring Kent County to the south, which contains the state capital of Dover, with 51.76 percent of the vote.

LABEL","He also won close neighboring Kent County to the south, which contains the state capital of Dover, with 51.76 percent of the vote.

LABEL",0.82,0.82,0.6,0.6
"In certain regions , copies of Windows 7 were only activated in , and could only be sold in a designated region .","In certain regions, copies of Windows 7 were only sold in and could only be activated in a certain region.

LABEL: 1

SENT","In certain regions, copies of Windows 7 were only sold in and could only be activated in a certain region.

LABEL: 1

SENT",0.79,0.79,0.57,0.57
"He died in Culver City , California on September 28 , 1988 , and was buried at the Hillside Memorial Park Cemetery in Los Angeles , California .","He died on September 28, 1988 in Los Angeles, California, and was buried at Hillside Memorial Park Cemetery in Culver City, California.

S","He died on September 28, 1988 in Los Angeles, California, and was buried at Hillside Memorial Park Cemetery in Culver City, California.

LAB",0.7,0.7,0.77,0.74
"The local football team , Atlético Pinares , played in the second tier of Honduran football until it sold its franchise to Comayagua F.C . in 2012 .","The local football team, Atlético Pinares, played in the second row of Honduran football until it sold its franchise to Comayagua F.","The local football team, Atlético Pinares, played in the second row of Honduran football until it sold its franchise to Comayagua F.",0.9,0.9,0.73,0.73
"It is licensed in English in North America by Tokyopop , where in five volumes it has been published in two parts by dividing the last volume .","It is published in English by Tokyopop in North America, where it was licensed in five volumes by splitting the last volume in two parts.

","It is published in English by Tokyopop in North America, where it was licensed in five volumes by splitting the last volume in two parts.

",0.59,0.59,0.79,0.79
"According to the Bureau of Meteorology , the lowest temperature ever recorded in Toowoomba was on February 12 , 2017 , while the highest was July 12 , 1965 .","According to the Bureau of Meteorology, the highest temperature ever recorded in Toowoomba was on 12 February 2017, while the lowest was on 12","The Bureau of Meteorology has recorded the highest temperature ever recorded in Toowoomba on 12 February 2017.

LABEL: 1

",0.82,0.59,0.66,0.43
"A strategy for Eloise implies `` uniform '' if , whenever formula _ 114 , formula _ 130 ; for Abelard , if formula _ 116 is formula _ 130 .","A strategy for Eloise is '' uniform `` if always Formula 114, Formula 130, if Abelard implies Formula 116 Formula 130.

LABEL: 2","A strategy for Eloise is '' uniform `` if always Formula 114, Formula 130, if Abelard implies Formula 116 Formula 130.

LABEL: 2",0.73,0.73,0.55,0.55
`` The Househunter '' ( 1999 ) was described as '' gloriously original `` and '' shamelessly honest `` by the British author and critic Julie Myerson .,`` The Househunter '' ( 1999 ) was described as `` gloriously original '' and `` unashamedly honest '' by British author and critic Julie My,`` The Househunter '' ( 1999 ) was described as `` gloriously original '' and `` unashamedly honest '' by British author and critic Julie My,0.86,0.86,0.73,0.73
"On July 30 , 2012 , it was announced that Juninho Paulista would have a test with Middlesbrough FC after being recommended by Club - Legende Corrêa to manager Tony Mowbray .","On 30 July 2012, it was announced that Corrêa had signed Juninho Paulista from Middlesbrough FC on a free transfer.

","On 30 July 2012, it was announced that Corrêa had signed Juninho Paulista from Middlesbrough FC on a free transfer.

",0.48,0.48,0.46,0.46
"Despite the advantages of mini effects , FAB effects are more fragile : the mini effects are less common , but the plastic construction makes them expensive .","Despite the advantages of the mini effects, FAB effects are more fragile. The Mini effects are less common, but the plastic construction makes them expensive.

","The Mini effects are less common, but the plastic construction makes them expensive.

LABEL: 2

SENTENCE 1:
Despite the advantages",0.98,0.59,0.85,0.39
"She ran against Republican Steve Stivers , a State Senator from the 16th District , Libertarian Don Elijah Eckhart , and Independent candidate Mark M. Noble .","She ran against the Republican Steve Stivers, a state senator from the 16th district, Libertarian Mark M. Noble and independent candidate Don Elijah Eckhart","She was elected to the House of Representatives in the 2016 election.

LABEL: 1

SENTENCE 1:
She was elected to the",0.72,0.09,0.85,0.12
"He made 11 war patrols , completed 12 attacks , sinking 2 enemy transports and a lighter .","He completed 11 war patrols, made 12 attacks, sunk 2 enemy transports and a lighter.

LABEL: 1

SENTENCE 3","He completed 11 war patrols, made 12 attacks, sunk 2 enemy transports and a lighter.

LABEL: 1

SENTENCE 1",0.71,0.71,0.59,0.62
