completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Persia bought oil from Iraq during the embargo.,"Pollner, they say, began trading with Iraq before the 1991 Persian Gulf War and continued after a U.N. embargo. For his part, Chal","The U.S. has been trying to get the Iraqi government to pay back the money it owes to the U.S. and other countries.

",0.19,0.06,0.27,0.29
The Israel-Egypt Peace Agreement was signed in 1979.,"Following the peace treaty, Israel agreed to withdraw from the Sinai Peninsula.

LABEL: 1

SENTENCE 3:
Following the peace","Following the Israel-Egypt Peace Treaty of 1979, Israel agreed to withdraw from the Sinai Peninsula, in exchange for peace with its neighbor. For over two",0.21,0.29,0.2,0.23
Crude oil rises.,"Crude oil dips below $43 on news that Russia's justice ministry will not force Yukos to halt sales.

LABEL: 2

","Crude oil dips below $43 on news that Russia's justice ministry will not force Yukos to halt sales.

LABEL: 2

",0.17,0.17,0.16,0.16
Yoko Ono is John Lennon's widow.,"The widow of John Lennon, Yoko Ono, may take legal action against a new breakfast cereal called ""Strawberry Fields,"" which she believes is","The widow of John Lennon, Yoko Ono, may take legal action against a new breakfast cereal called ""Strawberry Fields,"" which she believes is",0.2,0.2,0.29,0.29
Tom Cruise is married to Oprah Winfrey.," the show since his divorce from Holmes was finalized in November.

SENTENCE 2:
Tom Cruise has returned to The Oprah Winfrey"," is not a marriage.""

SENTENCE 2:
Tom Cruise has returned to The Oprah Winfrey Show and talked about his love for Katie",0.36,0.34,0.31,0.2
U.S. Military evacuated U.S. citizens.,"The U.S. military evacuated about 1,400 U.S. citizens and 5,500 third country nationals and South Vietnamese from landing zones near the U",":
The U.S. military has evacuated about 1,400 U.S. citizens and 5,500 third country nationals and South Vietnamese from landing zones",0.42,0.45,0.39,0.48
Warsaw remained Poland's capital after the war.,"On Feb. 1, 1945, the Polish government made Warsaw its capital, and an office for urban reconstruction was set up.

LABEL: 2
","On Feb. 1, 1945, the Polish government made Warsaw its capital, and an office for urban reconstruction was set up.

LABEL: 2
",0.13,0.13,0.25,0.25
Toyota Motor is located in Toyota City.," economy, with the loss of more than 1,000 jobs.

SENTENCE 2:
The city's economy has been hit hard by the slow",", the city's economy is still growing.

SENTENCE 2:
The city's economy is still growing.

SENTENCE 1:",0.07,0.16,0.33,0.61
FMLN caused a blackout in the capital.,"On the morning of 1 June, there was a blackout throughout most of the capital caused by urban commandos of the FMLN.

LABEL","On the morning of 1 June, there was a blackout throughout most of the capital caused by urban commandos of the Farabundo Marti National Liberation Front",0.27,0.24,0.32,0.44
Oil prices rise.,"The oil price rally has been driven by a combination of factors, including the prospect of a supply cut by OPEC and a recovery in demand.

LAB","The oil price has been on a steady decline since the beginning of the year, with the price of Brent crude falling to a record low of $28.50",0.07,0.06,0.13,0.32
The patent abstract shows a number of devices using a single source.,"The invention provides a method of powering a plurality of devices from a single power source, the method comprising: (a) providing a plurality of power supply signals","The power supply signals could be generated by a power supply circuit that includes a power supply circuit, a power supply circuit, a power supply circuit, a power supply",0.36,0.15,0.45,0.28
The Civil War: A Narrative is a book written by Shelby Foote.," Civil War as the second best book of the 20th century.

SENTENCE 2:
Shelby Foote, author of the acclaimed three"," The Civil War.

SENTENCE 2:
Shelby Foote, author of the acclaimed three volume history of the American Civil War, The",0.31,0.31,0.4,0.41
Drew Barrymore is in a relationship with Justin Long.," couple who are trying to make it work after they have been together for a long time.

SENTENCE 2:
Drew Barrymore and Justin","ers David Koepp and David Rayfiel, is based on the book by the same name by author John Greenleaf Whittier.

S",0.19,0.07,0.36,0.1
Pope Pius VI died in France.,"As late as 1799, priests were still being imprisoned or deported to penal colonies and persecution only worsened after the French army led by General Louis Alexandre Ber","
SENTENCE 1:
As late as 1799, priests were still being imprisoned or deported to penal colonies and persecution only worsened after the French army",0.0,0.0,0.1,0.16
Rana is the Trade Minister in China.,"The minister said that the government would take steps to improve the bilateral trade relations between Nepal and China.

LABEL: 2

SENTENCE 3","The delegation of the Nepal Trans-Himanlyan Trade Association, the only non-governmental organization which has trade relations with China, informed the minister of the",0.2,0.19,0.11,0.29
Three parties form a Dutch coalition government.,"The fall of the coalition government was a result of the Dutch people's rejection of the government's policies.

LABEL: 1

SENTENCE","
The Dutch government has been in power for more than a decade.

LABEL: 1

SENTENCE 1:
The Dutch government has",0.2,0.22,0.09,0.21
UNSCOM is to stay in Iraq.,"The International Special Commission in charge of disarming Iraqi weapons (UNSCOM) announced yesterday, Saturday, that the Commission will keep its inspectors in Iraq despite","The International Special Commission in charge of disarming Iraqi weapons (UNSCOM) announced yesterday, Saturday, that the Commission will keep its inspectors in Iraq despite",0.2,0.2,0.36,0.36
Toshiba produces notebook computers.,"Toshiba said it would introduce the PC in Japan in early 2006.

LABEL: 1

SENTENCE 3:
Tos","Toshiba, the world's third-largest notebook computer maker behind Dell Inc. and Hewlett-Packard Co., said the PC would be introduced",0.1,0.15,0.08,0.39
Spirou was created by Rob-Vel.,"Tintin, the Smurfs, Boule et Bill, Astérix, Natacha, Spirou and other legendary characters were created by talented","Tintin, the Smurfs, Boule et Bill, Astérix, Natacha, Spirou and other legendary characters were created by talented",0.25,0.25,0.35,0.35
Ryanair shares suffered a 3% decrease.," yet clear whether the current oil price will remain at $90 a barrel.

SENTENCE 2:
""The current oil price of $90 a","Leary said.

SENTENCE 1:
""The UK economy is in a state of flux, with the UK economy in recession and the UK",0.07,0.07,0.21,0.14
Two South Africans were arrested in Pakistan in the past week after a shoot-out at a house between al-Qaeda operatives and security forces.,"The two men were arrested in South Africa in March and were being held in a South African prison.

LABEL: 2

SENTENCE 3","The two men, who were arrested in South Africa in March, were charged with planning to carry out attacks in South Africa.

LABEL: 2
",0.25,0.24,0.17,0.23
Rostov-on-Don is a Russian city whose twin is Glasgow.,"The Lord Provost of Glasgow, Lord Provost of Rostov-on-Don, and the Lord Provost of Glasgow, Lord Provost of R","The Lord Provost of Glasgow, Lord Provost of Rostov-on-Don, and the Lord Provost of Glasgow, Lord Provost of R",0.25,0.25,0.31,0.31
Lake Titicaca is located in Peru.,"rology of the Amazon"" in the journal Science in 2005.

SENTENCE 2:
He'll teach the new environmental engineering classes at Carroll as a"," in the water.

SENTENCE 2:
He'll teach the new environmental engineering classes at Carroll as a full-time professor. The school said",0.07,0.07,0.01,0.11
Jyestadeva invented calculus.,":
Jyestadeva (1500-1610), was an astronomer of the Kerala school founded by Madhava of Sangamagrama","

SENTENCE 2:
Jyestadeva (1500-1610), was an astronomer of the Kerala school founded by Madhava",0.11,0.11,0.5,0.49
Bruce Willis' wife is from California.," Heming's parents, brother and sister.

SENTENCE 2:
ET confirms that actor Bruce Willis has married his girlfriend of a year, model"," and their two daughters, Rumer Willis and Scout Willis.

SENTENCE 2:
ET confirms that actor Bruce Willis has married his girlfriend of a",0.14,0.14,0.26,0.18
The name of George H.W. Bush's wife is Barbara.," his brother, former President George W. Bush.

SENTENCE 2:
Bush and his wife, Laura, departed the White House on Thursday"," and former President George W. Bush and his wife, Laura.

SENTENCE 2:
Bush and his wife, Laura, departed the White",0.26,0.26,0.21,0.24
Liverpool Evil Cabal is the name of an online blog.," The following LABEL shows the logical relationship between SENTENCE 1 and SENTENCE 2.

SENTENCE 1:
Merseyside Police concluded",".

SENTENCE 2:
The council's elected officials have denied ordering the block.

SENTENCE 1:
The council's elected",0.07,0.07,0.19,0.2
The Kremlin is owned by Mikhail Khodorkovsky.,"Kasyanov was sacked by Putin in February 2004, after he had become critical of the Kremlin's politically motivated legal attack on the Yukos oil giant and","Kasyanov was sacked by Putin in February 2004, after he had become critical of the Kremlin's politically motivated legal attack on the Yukos oil giant and",0.12,0.12,0.18,0.18
23 days is the record for the longest stay in space by a human.,"In June 1971 cosmonauts Georgi Dobrovolski, Vladislav Volkov, and Viktor Patsayev occupied Salyut for","In June 1971 cosmonauts Georgi Dobrovolski, Vladislav Volkov, and Viktor Patsayev occupied Salyut for",0.07,0.07,0.12,0.12
"The Milky Way measures 2,000 light-years across.","The galaxy is a fraction of the size of our own Milky Way, which stretches 100,000 light-years in diameter.

LABEL: 2
","The galaxy, measuring just 2,000 light-years across, is a fraction of the size of our own Milky Way, which stretches 100,000 light-",0.38,0.35,0.39,0.46
Ochsner Foundation Hospital is located in New Orleans.,"Martin was taken to New Orleans Ochsner Foundation Hospital, where nurse Jinny Resor said he was treated for dehydration.

LABEL: 1
","Martin was given water to drink, then taken to New Orleans Ochsner Foundation Hospital, where nurse Jinny Resor said he was treated for dehydration.
",0.21,0.19,0.32,0.49
India is on the Asian continent.,"India is a country with a population of over 1.3 billion people.

LABEL: 1

SENTENCE 3:
India is a","India is a country with a population of over 1.3 billion people.

LABEL: 1

SENTENCE 1:
India is a",0.15,0.15,0.2,0.22
Syrian troops have been withdrawn from Lebanon after the murder of Rafik Hariri.,"The Syrian government has been accused of using chemical weapons against its own people.

LABEL: 1

SENTENCE 3:
The Syrian government","The Syrian government has been accused of using chemical weapons against its own people.

LABEL: 1

SENTENCE 1:
The Syrian government",0.18,0.18,0.22,0.22
