completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
"Beside the food there were crocks, baskets, and a five-quart pail of milk.","The table was piled high with food, and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.
","The table was piled high with food, and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.
",0.68,0.68,0.76,0.76
"Equally swoon-worthy is C.K. Dexter Haven, a pallid young dandy holding a jade-handled walking stick, with a poodle asleep at the poodle's feet.","Equally swoon-worthy is C.K. Dexter Haven, a pallid young dandy holding a jade-handled walking stick, with a p","The dandy is a dandy, but the poodle is a poodle.

LABEL: 1

SENTENCE 3:
The",0.83,0.28,0.65,0.13
George got up.,"Fred watched TV while George went out to buy groceries. After an hour he got up.

LABEL: 1

SENTENCE 3:
","Fred watched TV while George went out to buy groceries. After an hour he got up.

LABEL: 1

SENTENCE 3:
",0.26,0.26,0.27,0.27
Steve admires him hugely.,"Steve follows Fred's example in everything. He admires him hugely.

LABEL: 2

SENTENCE 3:
Steve follows Fred's","Steve follows Fred's example in everything. He admires him hugely.

LABEL: 2

SENTENCE 3:
Steve follows Fred's",0.35,0.35,0.51,0.51
"Lily spoke to Donna, breaking Lily's concentration.","Donna spoke to Lily, breaking her concentration.

LABEL: 1

SENTENCE 3:
Donna spoke to Lily, breaking her","Lily spoke to Donna, breaking her concentration.

LABEL: 1

SENTENCE 3:
Lily spoke to Donna, breaking her",0.32,0.48,0.49,0.51
"She was careful not to disturb Tatyana , undressing and climbing back into her berth.",Tatyana was surprised to see her mother asleep. She was not sure what to do. She was afraid that her mother would wake up and find her,"Tatyana was surprised to see her mother sleeping. She undressed and climbed back into her berth.

LABEL: 1

SENT",0.29,0.42,0.32,0.46
Charlie is very ungrateful.,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful.

LABEL: 2
","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful.

LABEL: 2
",0.31,0.31,0.39,0.39
Amy's parents are fifteen.,"Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are fifteen.

LABEL: 1

SENT","Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are fifteen.

LABEL: 1

SENT",0.37,0.37,0.28,0.28
Joan made sure to thank Susan for all the help Joan had given.,"Joan made sure to thank Susan for all the help she had given.

LABEL: 1

SENTENCE 3:
Joan made","Joan made sure to thank Susan for all the help she had given.

LABEL: 1

SENTENCE 3:
Joan made",0.75,0.75,0.44,0.44
"Tom said ""Check"" to Ralph as he moved Ralph's bishop.","Tom said ""Check"" to Ralph as he moved his bishop.

LABEL: 1

SENTENCE 3:
Tom said ""Check""","Tom said ""Check"" to Ralph as he moved his bishop.

LABEL: 1

SENTENCE 3:
Tom said ""Check""",0.64,0.64,0.66,0.66
The sponsors were very much in the minority.,"The sponsors of the bill were surprised to find that the room was full of opponents. They were very much in the minority.

LABEL: 2
","The sponsors of the bill got to the town hall, and they were surprised to find that the room was full of opponents. They were very much in the minority",0.48,0.42,0.45,0.53
The sculpture wasn't level.,"The sculpture rolled off the shelf because it wasn't level.

LABEL: 1

SENTENCE 3:
The sculpture rolled off the shelf","The sculpture rolled off the shelf because it wasn't level.

LABEL: 1

SENTENCE 3:
The sculpture rolled off the shelf",0.38,0.38,0.66,0.66
Joe's uncle is 30 years younger.,"Joe's uncle can still beat him at tennis, even though he is 30 years younger.

LABEL: 1

SENTENCE 3:
","Joe's uncle can still beat him at tennis, even though he is 30 years younger.

LABEL: 1

SENTENCE 3:
",0.52,0.52,0.34,0.34
"I don't know why Jim was, but he looked very unhappy.","I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know why he was, but he looked very unhappy.
","I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know why he was, but he looked very unhappy.
",0.55,0.55,0.69,0.69
People are gripped because Paul writes so well.,"Paul's books are so good that people want to read them all.

LABEL: 2

SENTENCE 3:
Paul's books are","Many people start to read Paul's books and can't put them down. They are gripped because Paul writes so well.

LABEL: 2

",0.14,0.5,0.34,0.56
Sam's drawing did look much better with another one above it.,"Sam's drawing was hung just above Tina's and it did look much better with another one above it.

LABEL: 1

SENTENCE","Sam's drawing was hung just above Tina's and it did look much better with another one above it.

LABEL: 1

SENTENCE",0.69,0.69,0.55,0.55
The lake was a dangerous place to swim.,"We went to the lake, because a shark had been seen at the ocean beach, so it was a dangerous place to swim.

LABEL: 1","We went to the lake, because a shark had been seen at the ocean beach, so it was a dangerous place to swim.

LABEL: 1",0.48,0.48,0.47,0.47
"Mr. Schmidt needed to get him to finish his work, because his work was beautiful.","Every day after dinner Mr. Schmidt took a long nap. Mark would let him sleep for an hour, then wake him up, scold him, and get","Every day after dinner Mr. Schmidt took a long nap. Mark would let him sleep for an hour, then wake him up, scold him, and get",0.15,0.15,0.26,0.26
The man lifted the boy onto the boy's bunk bed.,"The man lifted the boy onto his bunk bed.

LABEL: 2

SENTENCE 3:
The man lifted the boy onto his bunk","The man lifted the boy onto his bunk bed.

LABEL: 2

SENTENCE 3:
The man lifted the boy onto his bunk",0.56,0.56,0.59,0.59
It was daylight when he woke with Warren's hand upon Mark's shoulder.,"Mark slept. It was daylight when he woke with Warren's hand upon his shoulder.

LABEL: 2

SENTENCE 3:
Mark","So Mark slept. It was daylight when he woke with Warren's hand upon his shoulder.

LABEL: 2

SENTENCE 3:
",0.71,0.71,0.59,0.55
Bill was the winner of the competition.,"Frank felt vindicated when his longtime rival Bill revealed that he was the winner of the competition.

LABEL: 1

SENTENCE 3:","Frank felt vindicated when his longtime rival Bill revealed that he was the winner of the competition.

LABEL: 1

SENTENCE 3:",0.5,0.5,0.31,0.31
The delivery truck was going so fast.,"The delivery truck zoomed by the school bus because it was going so fast.

LABEL: 2

SENTENCE 3:
The delivery","The delivery truck zoomed by the school bus because it was going so fast.

LABEL: 2

SENTENCE 3:
The delivery",0.52,0.52,0.26,0.26
"Since Jade always wears a red turban, Alice spotted her quickly.","Alice looked for her friend Jade in the crowd. Since she always wears a red turban, Alice spotted her quickly.

LABEL: 2

","Alice looked for her friend Jade in the crowd. Since she always wears a red turban, Alice spotted her quickly.

LABEL: 2

",0.61,0.61,0.62,0.62
Now I have to get The tree repaired.,"The storm was so bad that the tree fell down and crashed through the roof of my house. Now, I have to get it repaired.

LABEL","The tree fell down and crashed through the roof of my house. Now, I have to get it repaired.

LABEL: 1

SENT",0.35,0.4,0.44,0.43
"Mary tucked her daughter Anne into bed, so that Mary's daughter could work.","Mary tucked her daughter Anne into bed, so that she could work.

LABEL: 1

SENTENCE 3:
Mary tucked her daughter","Mary tucked her daughter Anne into bed, so that she could work.

LABEL: 1

SENTENCE 3:
Mary tucked her daughter",0.65,0.65,0.56,0.56
"Tom said ""Check"" to Ralph as he moved Tom's bishop.","Tom said ""Check"" to Ralph as he moved his bishop.

LABEL: 2

SENTENCE 3:
Tom said ""Check""","Tom said ""Check"" to Ralph as he moved his bishop.

LABEL: 2

SENTENCE 3:
Tom said ""Check""",0.64,0.64,0.65,0.65
Bob was very concerned.,"Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very concerned.

LABEL: 1

SENTENCE 3:","Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very concerned.

LABEL: 1

SENTENCE 3:",0.33,0.33,0.33,0.33
The man was so heavy.,"The man couldn't lift his son because he was so heavy.

LABEL: 1

SENTENCE 3:
The man couldn't lift","The man couldn't lift his son because he was so heavy.

LABEL: 1

SENTENCE 3:
The man couldn't lift",0.38,0.38,0.43,0.43
I put the rag in the drawer.,"I used an old rag to clean the knife, and then I put it in the drawer.

LABEL: 1

SENTENCE 3:","I used an old rag to clean the knife, and then I put it in the drawer.

LABEL: 1

SENTENCE 3:",0.36,0.36,0.38,0.38
The storekeepers stayed in town to run their stores and lived in the rooms behind the stores.,"The storekeepers stayed in town to run their stores and lived in the rooms behind them.

LABEL: 2

SENTENCE 3:
","The storekeepers stayed in town to run their stores and lived in the rooms behind them.

LABEL: 2

SENTENCE 3:
",0.81,0.81,0.63,0.63
Paul's books are gripped because Paul writes so well.,"Paul's books are so good that people want to read them all.

LABEL: 1

SENTENCE 3:
Paul's books are","Many people start to read Paul's books and can't put them down. They are gripped because Paul writes so well.

LABEL: 1

",0.32,0.59,0.36,0.56
Kevin was so upset.,"Jim yelled at Kevin because he was so upset.

LABEL: 1

SENTENCE 3:
Jim yelled at Kevin because he was so","Jim yelled at Kevin because he was so upset.

LABEL: 1

SENTENCE 3:
Jim yelled at Kevin because he was so",0.32,0.32,0.52,0.52
Shatov was less popular.,"Kirilov ceded the presidency to Shatov because he was less popular.

LABEL: 1

SENTENCE 3:
","Kirilov ceded the presidency to Shatov because he was less popular.

LABEL: 1

SENTENCE 3:
",0.42,0.42,0.24,0.24
She put the album on a chair without even opening the chair.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album.,0.1,0.1,0.36,0.36
Sam was eager to speak it fluently.,"Sam took French classes from Adam, because he was eager to speak it fluently.

LABEL: 2

SENTENCE 3:
Sam","Sam took French classes from Adam, because he was eager to speak it fluently.

LABEL: 2

SENTENCE 3:
Sam",0.54,0.54,0.45,0.45
The demonstrators feared violence.,"The city councilmen refused the demonstrators a permit because they feared violence.

LABEL: 1

SENTENCE 3:
The city councilmen","The city councilmen refused the demonstrators a permit because they feared violence.

LABEL: 1

SENTENCE 3:
The city councilmen",0.35,0.35,0.35,0.35
Charlie is very hurt.,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt.

LABEL: 1

S","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt.

LABEL: 1

S",0.3,0.3,0.28,0.28
The duck had better get away to safety fast!,"Look! There is a shark swimming right below that duck! It had better get away to safety fast!

LABEL: 2

SENTENCE","Look! There is a shark swimming right below that duck! It had better get away to safety fast!

LABEL: 2

SENTENCE",0.53,0.53,0.39,0.39
Bob would have won.,"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won.

LABEL","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won.

LABEL",0.27,0.27,0.27,0.27
