completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
A woman is scrambling eggs.,"a baby getting a bath in the kitchen sink.

LABEL: 2

SENTENCE 3:
a baby getting a bath in the kitchen","a baby getting a bath in the kitchen sink.

LABEL: 3

SENTENCE 3:
a baby getting a bath in the kitchen",0.08,0.08,0.35,0.37
A baby is getting a bath.,"a baby getting a bath in the kitchen sink.

LABEL: 1

SENTENCE 1:
a baby getting a bath in the kitchen","a baby getting a bath in the kitchen sink.

LABEL: 1

SENTENCE 1:
a baby getting a bath in the kitchen",0.37,0.37,0.52,0.52
A man is sitting on a beach in Mexico.,"A man in a suit stands on a walkway with is suitcase with a large display in front of him announcing airline flights.

LABEL: 2
","A man in a suit stands on a walkway with his suitcase with a large display in front of him announcing airline flights.

SENTENCE 1:",0.29,0.29,0.12,0.16
A man is at an airport.,"A man in a suit stands on a walkway with is suitcase with a large display in front of him announcing airline flights.

LABEL: 1
","A man in a suit stands on a walkway with is suitcase with a large display in front of him announcing airline flights.

LABEL: 1
",0.19,0.19,0.23,0.23
Three humans standing.,"A person is standing behind a no skiing sign.

LABEL: 1

SENTENCE 3:
A person is standing behind a no skiing","A man is standing behind a no skiing sign.

LABEL: 1

SENTENCE 1:
A man is standing behind a no skiing",0.08,0.08,0.45,0.41
Three people sitting by a fire.,"Three people on skis are standing behind a no skiing sign.

LABEL: 3

SENTENCE 3:
Three people on skis","A man is standing behind a no skiing sign.

LABEL: 3

SENTENCE 3:
A man is standing behind a no skiing",0.24,0.07,0.37,0.44
The child is sitting,"A school aged child wearing makeup and doing a hand sign sits on the ground among similar aged children who are all making the same sign.

LABEL:","A school aged child wearing makeup and doing a hand sign sits on the ground among similar aged children who are all making the same sign.

LABEL:",0.06,0.06,0.28,0.28
The children are all holding up paper drawings.,"A school aged child wearing makeup and doing a hand sign sits on the ground among similar aged children who are all making the same sign.

LABEL:","A school aged child wearing makeup and doing a hand sign sits on the ground among similar aged children who are all making the same sign.

SENTENCE",0.23,0.23,0.31,0.32
The young woman is asleep in bed.,"A young woman stands by a barbecue.

LABEL: 2

SENTENCE 3:
A young woman stands by a barbecue.

","A young woman stands by a barbecue.

LABEL: 2

SENTENCE 1:
A young woman stands by a barbecue.

",0.16,0.16,0.56,0.58
People are on a sidewalk.,"People on a sidewalk are trying to protect themselves from the rain with umbrellas and a newspaper.

LABEL: 1

SENTENCE 1","People on a sidewalk are trying to protect themselves from the rain with umbrellas and a newspaper.

LABEL: 1

SENTENCE 1",0.31,0.31,0.26,0.26
The people are sitting on benches in the sunshine.,"People on a sidewalk are trying to protect themselves from the rain with umbrellas and a newspaper.

LABEL: 3

SENTENCE 3","The rain is coming down hard.

LABEL: 3

SENTENCE 3:
The rain is coming down hard.

LABEL",0.2,0.15,0.22,0.44
A couple are at the park.,"A young couple holding hands in the park.

LABEL: 1

SENTENCE 1:
A young couple holding hands in the park.","A young couple holding hands in the park.

LABEL: 1

SENTENCE 1:
A young couple holding hands in the park.",0.31,0.31,0.66,0.66
Two people are ballroom dancing.,"A young couple holding hands in the park.

LABEL: 2

SENTENCE 3:
A young couple holding hands in the park.","A young couple holding hands in the park.

LABEL: 3

SENTENCE 3:
A young couple holding hands in the park.",0.0,0.0,0.54,0.57
The constructon worker is on the building,"Construction worker standing atop an unfinished building.

LABEL: 1

SENTENCE 3:
Construction worker standing atop an unfinished building.

","Construction worker standing atop an unfinished building.

LABEL: 1

SENTENCE 1:
Construction worker standing atop an unfinished building.

",0.16,0.16,0.59,0.6
The construction worker is standing.,"Construction worker standing atop an unfinished building.

LABEL: 1

SENTENCE 3:
Construction worker standing atop an unfinished building.

","Construction worker standing atop an unfinished building.

LABEL: 1

SENTENCE 1:
Construction worker standing atop an unfinished building.

",0.26,0.26,0.65,0.65
The construction worker is dead.,"Construction worker standing atop an unfinished building.

LABEL: 2

SENTENCE 3:
Construction worker standing atop an unfinished building.

","Construction worker standing atop an unfinished building.

LABEL: 3

SENTENCE 3:
Construction worker standing atop an unfinished building.

",0.17,0.17,0.55,0.57
The child is having a good time and cracking up.,"Child is playing around.

LABEL: 1

SENTENCE 1:
Child is laughing and playing around.

LABEL: 2","Child is laughing and playing around.

LABEL: 1

SENTENCE 1:
Child is laughing and playing around.

LABEL",0.23,0.22,0.56,0.57
The child is crying and hurt.,"Child is laughing and playing around.

LABEL: 2

SENTENCE 3:
Child is laughing and playing around.

LABEL","Child is laughing and playing around.

LABEL: 2

SENTENCE 1:
Child is laughing and playing around.

LABEL",0.26,0.26,0.49,0.48
The man is near the grill.,"A man grilling a hamburger.

LABEL: 1

SENTENCE 1:
A man grilling a hamburger.","A man grilling a hamburger.

LABEL: 1

SENTENCE 1:
A man grilling a hamburger.",0.1,0.1,0.57,0.57
The man is swimming at the bottom of the ocean.,"A man grilling a hamburger.

LABEL: 1

SENTENCE 3:
A man grilling a hamburger.","A man grilling a hamburger.

LABEL: 3

SENTENCE 3:
A man grilling a hamburger.",0.08,0.08,0.5,0.53
a man raises his forearms,"A middle-aged man in a collard shirt is raising his forearms next to his face.

LABEL: 1

SENTENCE 1","A middle-aged man in a collard shirt is raising his forearms next to his face.

LABEL: 1

SENTENCE 1",0.32,0.32,0.27,0.27
the man is asleep on the bridge,"A middle-aged man in a collard shirt is raising his forearms next to his face.

LABEL: 2

SENTENCE 3","A middle-aged man in a collard shirt is raising his forearms next to his face.

SENTENCE 1:
A middle-aged",0.15,0.14,0.2,0.27
A young person appears bored in a restaurant.,"A young man appears bored in a restaurant.

LABEL: 1

SENTENCE 1:
A young man appears bored in a restaurant.","A young man appears bored in a restaurant.

LABEL: 1

SENTENCE 1:
A young man appears bored in a restaurant.",0.5,0.5,0.74,0.74
A young woman appears bored in a restaurant.,"A young man appears bored in a restaurant.

LABEL: 2

SENTENCE 3:
A young man appears bored in a restaurant.","A young man appears bored in a restaurant.

LABEL: 3

SENTENCE 3:
A young man appears bored in a restaurant.",0.5,0.5,0.58,0.6
This woman does not know the man she is pictured with.,"a brown-haired man kissing the cheek of a blond woman.

LABEL: 3

SENTENCE 3:
a brown-haired man","a brown-haired man kissing the cheek of a blond woman.

LABEL: 3

SENTENCE 3:
a brown-haired man",0.13,0.13,0.28,0.28
A man and a woman sharing a kiss on the cheek.,"a brown-haired man kissing the cheek of a blond woman.

LABEL: 1

SENTENCE 3:
a brown-haired man","a brown-haired man kissing the cheek of a blond woman.

LABEL: 1

SENTENCE 1:
a brown-haired man",0.33,0.33,0.42,0.46
Children writing in notebooks while one stands next to them.,"Child in blue polos are sitting around a table writing on their notebooks, one is standing up.

LABEL: 1

SENTENCE","Child in blue polos are sitting around a table writing on their notebooks, one is standing up.

LABEL: 1

SENTENCE",0.2,0.2,0.39,0.39
Children building a sandcastle on the beach.,"Child in blue polos are sitting around a table writing on their notebooks, one is standing up.

LABEL: 1

SENTENCE","Child in blue polos are sitting around a table writing on their notebooks, one is standing up.

LABEL: 3

SENTENCE",0.15,0.15,0.13,0.15
A man on a motorcycle.,"A man in a hat is driving a horse-driven cart down a cobblestone street.

LABEL: 1

SENTENCE 3:","A man in a hat is driving a horse-driven cart down a cobblestone street.

LABEL: 3

SENTENCE 3:",0.25,0.25,0.14,0.16
A man is outside.,"A man in a hat is driving a horse-driven cart down a cobblestone street.

LABEL: 1

SENTENCE 1:","A man in a hat is driving a horse-driven cart down a cobblestone street.

LABEL: 1

SENTENCE 1:",0.26,0.26,0.14,0.14
A woman lounging on the beach.,"A woman in her swimsuit is kicking a ball on the beach.

LABEL: 2

SENTENCE 3:
A woman in her","A woman in her swimsuit is kicking a ball on the beach.

LABEL: 3

SENTENCE 3:
A woman in her",0.38,0.38,0.29,0.31
A woman wearing a swimsuit.,"A man in his swimsuit is kicking a ball on the beach.

LABEL: 1

SENTENCE 1:
A woman in her","A woman in her swimsuit is kicking a ball on the beach.

LABEL: 1

SENTENCE 1:
A woman in her",0.16,0.24,0.23,0.25
A person is climbing a steep cliff.,"A person is climbing a wooden ladder on a very steep, jagged, rock cliff.

LABEL: 1

SENTENCE 3:
","A person is climbing a wooden ladder on a very steep, jagged, rock cliff.

LABEL: 1

SENTENCE 1:
",0.56,0.56,0.42,0.4
A person is mountain climbing using nothing but his hands and the rocks.,"A person is climbing a wooden ladder on a very steep, jagged, rock cliff.

LABEL: 2

SENTENCE 3:
","A person is climbing a wooden ladder on a very steep, jagged, rock cliff.

LABEL: 3

SENTENCE 3:
",0.26,0.26,0.31,0.33
A brown dog is running down the road chasing the mailman,"A brown dog plays in a deep pile of snow.

LABEL: 2

SENTENCE 3:
A brown dog plays in a deep","A brown dog plays in a deep pile of snow.

LABEL: 3

SENTENCE 3:
A brown dog plays in a deep",0.19,0.19,0.31,0.33
A brown dog plays in snow,"A brown dog plays in a deep pile of snow.

LABEL: 1

SENTENCE 1:
A brown dog plays in a deep","A brown dog plays in a deep pile of snow.

LABEL: 1

SENTENCE 1:
A brown dog plays in a deep",0.44,0.44,0.45,0.45
A dog is outdoors.,"A white and black spotted dog is running through a grassy area.

LABEL: 1

SENTENCE 1:
A white and black","A white and black spotted dog is running through a grassy area.

LABEL: 1

SENTENCE 1:
A white and black",0.25,0.25,0.28,0.28
A dog is asleep on the couch.,"A white and black spotted dog is running through a grassy area.

LABEL: 2

SENTENCE 3:
A white and black","A white and black spotted dog is running through a grassy area.

LABEL: 3

SENTENCE 3:
A white and black",0.22,0.22,0.28,0.29
The two women are walking down the shore drinking tea.,"Two women drink coffee and chat while sitting on a blanket near a rocky shore.

LABEL: 2

SENTENCE 3:
Two women","A man and a woman sit on a bench near a rocky shore.

LABEL: 3

SENTENCE 3:
A man and a",0.19,0.06,0.38,0.27
Both women are drinking coffee outside.,"Two women drink coffee and chat while sitting on a blanket near a rocky shore.

LABEL: 1

SENTENCE 1:
Two women","Two women drink coffee and chat while sitting on a blanket near a rocky shore.

LABEL: 1

SENTENCE 1:
Two women",0.15,0.15,0.34,0.34
The young girl is walking among the tulips.,"Young Asian girl is sitting on the ground in rubble.

LABEL: 2

SENTENCE 3:
Young Asian girl is sitting on","Young Asian girl is sitting on the ground in rubble.

LABEL: 3

SENTENCE 3:
Young Asian girl is sitting on",0.29,0.29,0.38,0.39
The young Asian girl is outside in the rubble.,"Young Asian girl is sitting on the ground in rubble.

LABEL: 1

SENTENCE 1:
Young Asian girl is sitting on","Young Asian girl is sitting on the ground in rubble.

LABEL: 1

SENTENCE 1:
Young Asian girl is sitting on",0.41,0.41,0.48,0.48
A girl has some candy.,A girl dressed in a Halloween costume is carrying bag of candy and a scythe with a jack-o-lantern on someones porch in the background,A girl dressed in a Halloween costume is carrying bag of candy and a scythe with a jack-o-lantern on someones porch in the background,0.19,0.19,0.34,0.34
The girl is wearing her school uniform.,A girl dressed in a Halloween costume is carrying bag of candy and a scythe with a jack-o-lantern on someones porch in the background,A girl dressed in a Halloween costume is carrying bag of candy and a scythe with a jack-o-lantern on someones porch in the background,0.12,0.12,0.27,0.27
A man is jogging in the park.,"Team member 39 is waiting for the puck to come his way.

SENTENCE 3:
Team member 39 is waiting for the puck to come his","Team member 39 is waiting for the puck to come his way.

SENTENCE 1:
Team member 39 is waiting for the puck to come his",0.12,0.12,0.48,0.49
A person in a coat with a briefcase walks down a street next to the bus lane.,"A man in a coat with a briefcase walks down a street next to the bus lane.

LABEL: 1

SENTENCE 1:","A man in a coat with a briefcase walks down a street next to the bus lane.

LABEL: 1

SENTENCE 1:",0.84,0.84,0.62,0.62
A woman in a coat with a briefcase walks down a street next to the bus lane.,"A man in a coat with a briefcase walks down a street next to the bus lane.

LABEL: 1

SENTENCE 3:","A man in a coat with a briefcase walks down a street next to the bus lane.

LABEL: 3

SENTENCE 3:",0.84,0.84,0.39,0.44
A group of people eating and drinking.,"A group of men and women are sitting at a table eating and drinking.

LABEL: 1

SENTENCE 3:
A group of","A group of men and women are sitting at a table eating and drinking.

LABEL: 1

SENTENCE 1:
A group of",0.43,0.43,0.29,0.3
