completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
The wealthy were negatively impacted by the measure.,"And as for why it happened, I'm no expert on the Texas procedures, but what my friends there tell me is that the governor opposed a measure put forward"," Texans.

SENTENCE 2:
And as for why it happened, I'm no expert on the Texas procedures, but what my friends there tell",0.16,0.06,0.34,0.31
The majority of Americans had to pay the huge sum of 89 billion dollars less due to the tax cut that was quickly passed,"The Bush tax cuts are the biggest tax cut in history.

LABEL: 3

SENTENCE 1:
The Bush tax cuts are the","EL:
The label for this instance is ""B-POLITICS""

SENTENCE 2:
One percent of America got $89 billion",0.18,0.19,0.23,0.29
NATO would welcome the withdrawal of the troops out of the Balkans,"But I would like to see us begin to withdraw our troops from there.

LABEL: 3

SENTENCE 3:
And I would","

SENTENCE 2:
I would very much like to get our troops out of there. I recognize we can't do it now, nor do",0.12,0.22,0.23,0.29
The Lewin report is an avenue,"The Lewin report is a group of folks who are not politically affiliated. They analyzed the senator's plan. It cost $1.2 trillion.

","
SENTENCE 2:
In all due respect, I'm not so sure it's credible to quote leading news organizations about -- oh, never mind.",0.27,0.0,0.36,0.19
Mr. Landry is the Prime Minister in Canada. ,"When he approached Mr. Landry, did the Prime Minister tell him that this intervention in the field of education was raising hackles in Quebec and that everyone involved",":
0

SENTENCE 2:
When he approached Mr. Landry, did the Prime Minister tell him that this intervention in the field of",0.33,0.41,0.28,0.21
The report from this committee came about five days before the new year began.,"The committee was told that the people who brought these claims were not able to pay the legal fees to bring these claims.

LABEL: 3

","
SENTENCE 2:
Honourable senators will remember that the committee which reported just prior to Christmas received information about a number of cases in which claims",0.15,0.15,0.2,0.29
The earthquake occurred on the fifth day of the week.,"ENCE 2:
The 1989 Newcastle earthquake occurred in Newcastle, New South Wales on Thursday, 28 December. The shock measured 5.6 on the Richter magnitude"," of A$ 1.5 billion).

SENTENCE 2:
The 1989 Newcastle earthquake occurred in Newcastle, New South Wales on Thursday, 28 December",0.34,0.26,0.38,0.14
Fredrik Herman Gade is younger than Gerhard Gade.," Gade, Jr.

SENTENCE 2:
Fredrik Herman Gade was a Norwegian-American composer, pianist, and teacher.
"," of the Norwegian-American politician and diplomat John Allyne Gade, and a cousin of the Norwegian-American politician and diplomat John Allyne Gade",0.26,0.13,0.35,0.38
Harold Homer Chase played for the Highlanders as a 25 year old.," Reds (1915–1916), and Boston Red Sox (1917–1918).

SENTENCE 2:
Chase was a member of"," Sox (1914), Boston Red Sox (1915–1916), and New York Giants (1917–1919).

SENTENCE 2:",0.14,0.0,0.21,0.08
Xbox 360 applications do not need to be stored on the console's hard disk drive.,"ENTENCE 2:
Xbox 360 applications are non-game software applications designed to run on the Xbox 360 platform. Xbox 360 applications can either be stored on"," applications are free, while others are paid.

SENTENCE 2:
Xbox 360 applications are non-game software applications designed to run on the",0.33,0.32,0.37,0.21
Nagasa District was created more than 1 million seconds ago.," Prefecture.

SENTENCE 2:
Nagasa District was one of the four districts created in former Awa Province on April 1, 1889"," 1, 1946, the district was abolished and its area was merged into the city of Nagasaki.

SENTENCE 2:
Nagasaki Pre",0.33,0.13,0.46,0.23
"The Axis of Perdition could have released more albums after Tenements (of the Anointed Flesh), but they have not.","
The Axis of Perdition is a British black metal band formed in 1998.

LABEL: 1

SENTENCE 1:
The"," were played by Chris ""CJ"" Johnson.

SENTENCE 2:
Tenements (of the Anointed Flesh) is the fourth",0.27,0.29,0.1,0.18
"The subs were built for the Italian Navy, but maybe not by the Italian Navy.","SENTENCE 2:
The class was built by Fincantieri in Genoa, Italy.

LABEL: 1

SENTENCE"," Rubis class submarines.

SENTENCE 2:
The Toti class were submarines built for the Italian Navy in the 1960s. They",0.21,0.47,0.31,0.29
Associated Newspapers purchased the sun ,".

SENTENCE 2:
The Sun was an afternoon tabloid newspaper, first published under this name in 1910. It was acquired from Associated",""" in the early 1980s.

SENTENCE 2:
The Sun was an afternoon tabloid newspaper, first published under this name in 1910",0.15,0.16,0.33,0.24
Phillip Douglas Coke was a pirate,"Coke was drafted by the Yankees in the first round of the 2001 MLB draft.

LABEL: 1

SENTENCE 1:
C",".

SENTENCE 2:
Phillip Douglas Coke (born July 19, 1982) is an American professional baseball pitcher for the Orix",0.15,0.25,0.16,0.29
The TWA used to be known as the SMWA.,"

SENTENCE 2:
The Texas Wrestling Academy (formerly known as The Shawn Michaels Wrestling Academy) is a professional wrestling training school that was"," Striker, and many others.

SENTENCE 2:
The Texas Wrestling Academy (formerly known as The Shawn Michaels Wrestling Academy) is",0.26,0.29,0.24,0.31
Germany was known as Deutsches Reich longer than it was known as Weimar Republic.,"

SENTENCE 2:
The Weimar Republic was a constitutional republic in Germany from 1919 to 1933.

EXAMPLE INSTRUCTION:
"," the official name of the German state since 1871.

SENTENCE 2:
The Weimar Republic was a constitutional republic in Germany from 1919 to",0.13,0.11,0.33,0.3
"A historic, man made swimming pool located in the Colorado River has the comical nickname of ""Deep Eddy"".",":
Deep Eddy Pool is a historic, man-made swimming pool in Austin, Texas.

SENTENCE 2:
The pool is located"," now a public pool.

SENTENCE 2:
Deep Eddy Pool is a historic, man-made swimming pool in Austin, Texas. Deep",0.43,0.42,0.38,0.33
Robin Rimbaud came out of the womb in 1964.,"He has also collaborated with the artist and filmmaker Chris Watson, and has released several albums with him.

LABEL: 1

SENTENCE 1",".

SENTENCE 2:
Robin Rimbaud (born 1964) is an electronic musician who works under the name Scanner due to his",0.06,0.21,0.11,0.35
"The central hall cannot hold (10,014+1) people for basketball games."," 2:
The arena is named after Bilbao, the city in which it is located.

LABEL: 1

SENTENCE 1"," of the public.

SENTENCE 2:
Bilbao Arena is an indoor arena in the neighbourhood of Miribilla in Bilbao",0.13,0.07,0.15,0.15
Joan and Andre Agassi played tennis together in Arizona.,"
Joan Manel Balcells Fornaguera (born 20 June 1975) is a retired professional tennis player from Spain. He won one ATP Tour singles"," Andre Agassi.

SENTENCE 2:
Joan Manel Balcells Fornaguera (born 20 June 1975) is a retired",0.13,0.17,0.24,0.2
it ran for more than 10 years,"The British Chess Variants Society was founded in 1997 by John Nunn, who was its first chairman.

LABEL: 1

SENT","
The label for this task is the string ""BCVS"".

SENTENCE 2:
The British Chess Variants Society (or BCV",0.0,0.08,0.06,0.22
Chris Collins used to visit Duke campus.,":
Collins was born in Chicago, Illinois, and grew up in Northbrook, Illinois. He attended Glenbrook North High School in Northbrook, Illinois,"," executive Rick Collins.

SENTENCE 2:
Christopher Ryan Collins (born April 19, 1974) is an American basketball player and coach from North",0.07,0.07,0.24,0.18
The structure has celebrated its centennial.,"EL:
The National Australia Bank is a heritage-listed bank building at 61 Churchill Street, Childers, Bundaberg Region, Queensland, Australia. It"," It was added to the Queensland Heritage Register on 21 October 1992.

SENTENCE 2:
The National Australia Bank is a heritage-listed bank building",0.07,0.07,0.18,0.31
