completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
An object attached to a spring sliding on a frictionless surface is an uncomplicated type of simple harmonic oscillator.,"Mass on a Vertical Spring When simple harmonic motion is discussed in introductory textbooks, the mass connected to the spring usually slides on a frictionless horizontal surface.

","Mass on a Vertical Spring When simple harmonic motion is discussed in introductory textbooks, the mass connected to the spring usually slides on a frictionless horizontal surface.

",0.26,0.26,0.48,0.48
A convex mirror is shaped like the outside of a bowl.,"For lorries and certain types of delivery vans a new type of convex, reducing mirror or a mirror that can be extended out when entering a bend may","The new type of convex is called a mirror.

LABEL: positive

SENTENCE 1:
The new type of convex is called a",0.21,0.31,0.28,0.35
The development of the respiratory system in the fetus begins at about 4 weeks.,RESPIRATORY EMBRYOLOGY The upper respiratory system (from the larynx down) develops during week 6 (28-29 days) starts,"ENCE 2:
The lower respiratory system (from the pharynx down) develops during week 4 (26-27 days) starts as a median laryngot",0.25,0.28,0.43,0.3
The concentration of the hydrogen ion in a solution can be calculated when the ph is known.,"pH A logarithmic measure of the acidity or alkalinity of a solution using the hydrogen ion concentration.

LABEL: entails

SENTENCE 1","pH A logarithmic measure of the acidity or alkalinity of a solution using the hydrogen ion concentration.

LABEL: entails

SENTENCE 1",0.26,0.26,0.27,0.27
The gallbladder is near the right lobe of the liver.,"The gallbladder is a hollow organ that sits just beneath the right lobe of the liver.

LABEL: is

SENTENCE 3:","The gallbladder is a hollow organ that sits just beneath the right lobe of the liver.

LABEL: entails

SENTENCE 1:",0.6,0.6,0.3,0.25
Angiosperms are the most successful phylum of plants.,"They are among the most primitive of dicotelydonous angiosperm plants.

LABEL: positive

SENTENCE 3:
They","The leaves are simple, opposite, and pinnately compound.

LABEL: positive

SENTENCE 1:
The leaves are simple,",0.43,0.17,0.22,0.3
When liquid water changes to water vapor it is called evaporation.,"Evaporation is the changing of liquid water to water vapor.Condensation is when air cools and water vapor turns into liquid.

LABEL: entails","Evaporation is the changing of liquid water to water vapor.Condensation is when air cools and water vapor turns into liquid.

LABEL: entails",0.35,0.35,0.32,0.32
Vertebrata are characterized by the presence of backbone.,"Irregular bones are found in your wrists and ankles.

LABEL: positive

SENTENCE 3:
Irregular bones are found in your","The bones in your spine are not found in the dataset.

LABEL: negative

SENTENCE 1:
The bones in your spine are",0.07,0.14,0.28,0.26
"During the first year after birth, a baby called a(n) infant.","Repeat births to teens have higher rates of serious problems than the first birth, including low birthweight babies, premature and stillborn infants, and a rate of","Repeat births to teens have higher rates of serious problems than the first birth, including low birthweight babies, premature and stillborn infants, and a rate of",0.21,0.21,0.24,0.24
Compounds containing the element carbon are the basis of all known life.,"more tightly, many carbon-based compounds that also contain other elements.

LABEL: acidic

SENTENCE 1:
more loosely, many","The carbon atom in the molecule is bonded to the oxygen atom in the molecule.

LABEL: neutral

SENTENCE 1:
The carbon",0.07,0.18,0.35,0.23
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"The males of some pycnogonids, such as the pycnogonids, are the only animals in which the males exclusively brood the developing embryos.","The male Pycnogonids are the only group of animals in which the males exclusively brood the developing embryos and, in some species, the young.
",0.14,0.14,0.31,0.32
"Meiosis is part of the process of gametogenesis, which is the production of sperm and eggs.",The meiotic cell division is important for the production of gametes (gametogenesis) or sex cells (the egg and the sperm in humans).,The meiotic cell division is important for the production of gametes (gametogenesis) or sex cells (the egg and the sperm in humans).,0.32,0.32,0.56,0.56
Gabbro is a dark dense rock that can be found in the oceanic crust.,"Continental crust is much older, thicker and less dense than oceanic crust.

LABEL: positive

SENTENCE 3:
Continental","The continental crust is much older, thicker and less dense than oceanic crust.

LABEL: positive

SENTENCE 1:
The continental",0.26,0.24,0.24,0.21
Most of the energy used by living things comes either directly or indirectly from the sun.,"The solar electric systems convert the radiant energy of the sun directly into electrical energy, which can then be used as most electrical energy is used today.

LAB","The solar electric systems convert the radiant energy of the sun directly into electrical energy, which can then be used as most electrical energy is used today.

LAB",0.18,0.18,0.26,0.26
A concave lens is thicker at the edges than it is in the middle.,"In a concave lens the light has to travel further through the middle then through the sides.

LABEL: positive

SENTENCE 3:
","In a concave lens the light has to travel further through the middle then through the sides.

LABEL: positive

SENTENCE 1:
",0.34,0.34,0.3,0.28
"On a global scale, plants and other photosynthetic organisms have generated all of the oxygen in the air.","In essence, it s a small-scale power plant that generates electricity using oxygen from the air and any fuel source that contains hydrogen, such as natural gas or","The plant is located in the town of Bentonville, Arkansas, and is owned by the Bentonville Power Company.

LABEL: positive
",0.21,0.16,0.22,0.16
Beneficial fungi play a crucial role in balance of ecosystems.,"By feeding on insects, frogs play an important role in maintaining the balance of our ecosystem.

LABEL: positive

SENTENCE 1:","By feeding on insects, frogs play an important role in maintaining the balance of our ecosystem.

SENTENCE 1:
By feeding on insects,",0.33,0.31,0.32,0.54
Lyme disease is caused by bacteria.,"The bacterium that causes Lyme disease is carried by infected deer ticks.

LABEL: is

SENTENCE 3:
The bacterium that causes","The disease is spread by the bite of an infected tick.

LABEL: entails

SENTENCE 1:
The disease is spread by the",0.31,0.22,0.26,0.26
"If a substance has a ph value greater than 7,that indicates that it is base.","Determine the pH value for solutions containing each of the substances listed in problem 7, assuming that equal molar amounts of the strong acid or base, and its conjugate base","Determine the pH value for solutions containing each of the substances listed in problem 7, assuming that equal molar amounts of the weak acid or base, and its conjugate base",0.22,0.22,0.39,0.39
Lyme disease is caused by bacteria.,"But the dog was not infected with Lyme disease.

LABEL: entails

SENTENCE 3:
But the dog was infected with L","But Lyme disease is caused by a bacterium named 'Borrelia burgdorfi', named for Burgdorf, Germany where it was first identified,",0.15,0.38,0.33,0.53
"All of the populations that live in the same area make up a(n) community, which includes populations of different organisms.","Include the type of refugee or asylee populations your organization serves or the community it advocates for.

LABEL: positive

SENTENCE 3","Include the type of refugee or asylee populations your organization serves or the community it advocates for.

LABEL: positive

SENTENCE 1",0.19,0.19,0.27,0.28
Lyme disease is caused by bacteria.,"The tick, Ixodes scapularis, can infect people with the bacterium responsible for causing Lyme disease.

LABEL: is

","The tick, Ixodes scapularis, can infect people with the bacterium responsible for causing Lyme disease.

LABEL: entails

",0.26,0.17,0.19,0.18
Birds live and breed on seven of the continents.,"The red-cockaded family group is a social group of birds that includes a breeding pair and as many as seven helpers.

LABEL: positive","The red-cockaded family group is a social group of birds that includes a breeding pair and as many as seven helpers.

SENTENCE 1",0.18,0.18,0.18,0.21
Hemodialysis has a patient’s blood pass through a length of tubing that travels through an artificial kidney machine.,"Treatment with hemodialysis (the artificial kidney) may be performed at a dialysis unit or at home.

LABEL: entails

SENTENCE 3","Treatment with hemodialysis (the artificial kidney) may be performed at a dialysis unit or at home.

LABEL: entails

SENTENCE 1",0.15,0.15,0.15,0.16
A concave lens is thicker at the edges than it is in the middle.,"A concave lens can project an image.

LABEL: positive

SENTENCE 3:
A convex lens can project an image.

","A concave lens cannot project an image.

LABEL: positive

SENTENCE 1:
A concave lens cannot project an image.

",0.19,0.19,0.48,0.54
Mitosis actually occurs in four phases.,"The next four phases involved the actual widening of the highway.

LABEL: positive

SENTENCE 3:
The next four phases involved the","The next four phases involved the actual widening of the highway.

LABEL: neutral

SENTENCE 1:
The next four phases involved the",0.15,0.15,0.24,0.22
The gallbladder is near the right lobe of the liver.,"Noted an injury to the right kidney and to the lobe of the liver.

LABEL: positive

SENTENCE 1:
Noted","Noted an injury to the right kidney and to the lobe of the liver.

LABEL: positive

SENTENCE 1:
Noted",0.41,0.41,0.36,0.36
The water cycle ends with it repeats itself.,"The cycle repeats.

LABEL: positive

SENTENCE 1:
The cycle repeats.

LABEL: negative

SENT","The cycle repeats.

LABEL: positive

SENTENCE 1:
The cycle repeats.

LABEL: negative

SENT",0.29,0.29,0.39,0.39
The gallbladder is near the right lobe of the liver.,"The right and left lobes of the liver are elongate, while the center lobe is short.

LABEL: positive

SENTENCE 3:","The right and left lobes of the liver are elongate, while the center lobe is short.

LABEL: positive

SENTENCE 1:",0.33,0.33,0.16,0.17
Gases and liquids become solids at low temperatures.,"The temperature at which a liquid becomes a gas.

LABEL: boiling

SENTENCE 3:
The temperature at which a gas becomes a","The temperature at which a liquid becomes solid.

LABEL: positive

SENTENCE 1:
The temperature at which a liquid becomes solid.",0.07,0.07,0.33,0.52
The the synapse is the space between a neuron and the next cell.,"synapse A specialized junction at which a neural cell (neuron) communicates with a target cell.

LABEL: implies

SENTENCE","synapse A specialized junction at which a neural cell (neuron) communicates with a target cell.

LABEL: entails

SENTENCE",0.26,0.26,0.24,0.24
