completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
"She was careful not to disturb Tatyana , undressing and climbing back into her berth.","When Tatyana reached the cabin, her mother was sleeping. She was careful not to disturb her, undressing and climbing back into her berth.
","When Tatyana reached the cabin, her mother was sleeping. She was careful not to disturb her, undressing and climbing back into her berth.
",0.7,0.7,0.72,0.72
Charlie is very ungrateful.,"Charlie is ungrateful.

LABEL: 2

SENTENCE 3:
Bob is a good person.

LABEL:","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful.

LABEL: 1",0.35,0.31,0.52,0.36
Amy's parents are fifteen.,"Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are fifteen.

LABEL: 1

S","Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are fifteen.

LABEL: 1

S",0.37,0.37,0.31,0.31
Joan made sure to thank Susan for all the help Joan had given.,"Joan thanked Susan for all the help she had given.

LABEL: 1

SENTENCE 1:
Joan made sure to thank","Joan made sure to thank Susan for all the help she had given.

LABEL: 1

SENTENCE 1:
Joan made",0.5,0.75,0.56,0.46
"Tom said ""Check"" to Ralph as he moved Ralph's bishop.","Ralph said ""Check"" to Tom as he moved his bishop.

LABEL: 1

SENTENCE 1:
Tom said ""Check","Tom said ""Check"" to Ralph as he moved his bishop.

LABEL: 0

SENTENCE 1:
Tom said ""Check""",0.5,0.64,0.53,0.67
The sponsors were very much in the minority.,"The sponsors of the bill were surprised to find that the room was full of opponents. They were very much in the minority.

LABEL: 2
","The sponsors of the bill were surprised to find that the room was full of opponents. They were very much in the minority.

LABEL: 2
",0.48,0.48,0.45,0.45
The sculpture wasn't level.,"The sculpture rolled off the shelf because it wasn't level.

LABEL: 1

SENTENCE 1:
The sculpture rolled off the shelf","The sculpture rolled off the shelf because it wasn't level.

LABEL: 0

SENTENCE 1:
The sculpture rolled off the shelf",0.38,0.38,0.65,0.64
Joe's uncle is 30 years younger.,"Joe's uncle is 30 years younger than Joe.

LABEL: 1

SENTENCE 1:
Joe's uncle can still beat him at","Joe's uncle can still beat him at tennis, even though he is 30 years younger.

LABEL: 1

SENTENCE 1:
",0.5,0.52,0.33,0.32
"I don't know why Jim was, but he looked very unhappy.","Jim was yelling at the guy in the military uniform.

LABEL: 2

SENTENCE 3:
The guy in the military uniform was","I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know why he was, but he looked very unhappy.
",0.12,0.55,0.24,0.69
People are gripped because Paul writes so well.,"Paul's books are gripping because he writes so well.

LABEL: 2

SENTENCE 1:
Many people start to read Paul's","Many people start to read Paul's books and can't put them down. They are gripped because Paul writes so well.

LABEL: 1

",0.34,0.5,0.48,0.56
Sam's drawing did look much better with another one above it.,"Sam's drawing was hung just above Tina's and it did look much better with another one above it.

LABEL: 1

SENTENCE","Sam's drawing was hung just above Tina's and it did look much better with another one above it.

LABEL: 0

SENTENCE",0.69,0.69,0.55,0.54
The lake was a dangerous place to swim.,"We went to the lake, because it was a dangerous place to swim.

LABEL: 1

SENTENCE 1:
We went to","We went to the lake, because a shark had been seen at the ocean beach, so it was a dangerous place to swim.

LABEL: 0",0.57,0.48,0.37,0.48
"Mr. Schmidt needed to get him to finish his work, because his work was beautiful.",Mr. Schmidt was a very good man. He was a very good man. He was a very good man. He was a very good man. He was,"Every day after dinner Mr. Schmidt took a long nap. Mark would let him sleep for an hour, then wake him up, scold him, and get",0.14,0.15,0.36,0.26
The man lifted the boy onto the boy's bunk bed.,"The boy fell off the bed.

LABEL: 2

SENTENCE 1:
The man lifted the boy onto his bunk bed.
","The man lifted the boy onto his bunk bed.

LABEL: 1

SENTENCE 1:
The man lifted the boy onto his bunk",0.53,0.56,0.6,0.61
It was daylight when he woke with Warren's hand upon Mark's shoulder.,"Warren was there.

LABEL: 2

SENTENCE 3:
Warren was there.

LABEL: 3

","He was in the same place, but the hand was gone.

LABEL: 2

SENTENCE 1:
So Mark slept. It",0.15,0.18,0.37,0.23
Bill was the winner of the competition.,"Frank was vindicated when his longtime rival Bill revealed that he was the winner of the competition.

LABEL: 1

SENTENCE 1:","Frank felt vindicated when his longtime rival Bill revealed that he was the winner of the competition.

LABEL: 1

SENTENCE 1:",0.5,0.5,0.29,0.29
The delivery truck was going so fast.,"The delivery truck was going so fast that it zoomed by the school bus.

LABEL: 2

SENTENCE 1:
The delivery","The delivery truck zoomed by the school bus because it was going so fast.

LABEL: 1

SENTENCE 1:
The delivery",0.52,0.52,0.26,0.27
"Since Jade always wears a red turban, Alice spotted her quickly.","Jade was wearing a red turban.

LABEL: 2

SENTENCE 1:
Alice looked for her friend Jade in","Alice looked for her friend Jade in the crowd. Since she always wears a red turban, Alice spotted her quickly.

LABEL: 1",0.43,0.61,0.42,0.61
Now I have to get The tree repaired.,"The tree fell down and crashed through the roof of my house.

LABEL: 1

SENTENCE 1:
The tree fell down and","In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it repaired.

LABEL: 0",0.14,0.38,0.27,0.49
"Mary tucked her daughter Anne into bed, so that Mary's daughter could work.","Mary worked, so that she could go to the store.

LABEL: 1

SENTENCE 1:
Mary worked, so that she","Mary tucked her daughter Anne into bed, so that she could work.

LABEL: 1

SENTENCE 1:
Mary tucked her daughter",0.24,0.65,0.26,0.57
"Tom said ""Check"" to Ralph as he moved Tom's bishop.","Ralph said ""Check"" to Tom as he moved his bishop.

LABEL: 2

SENTENCE 1:
Tom said ""Check","Tom said ""Check"" to Ralph as he moved his bishop.

LABEL: 2

SENTENCE 1:
Tom said ""Check""",0.5,0.64,0.55,0.66
Bob was very concerned.,"Carl was very concerned about Bob.

LABEL: 1

SENTENCE 1:
Bob collapsed on the sidewalk. Soon he saw Carl coming","Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very concerned.

LABEL: 0

SENTENCE 1:",0.25,0.33,0.39,0.33
The man was so heavy.,"The man lifted his son because he was so heavy.

LABEL: 1

SENTENCE 1:
The man couldn't lift his son","The man couldn't lift his son because he was so heavy.

LABEL: 0

SENTENCE 1:
The man couldn't lift",0.38,0.38,0.46,0.42
I put the rag in the drawer.,"I used an old rag to clean the knife, and then I put it in the drawer.

LABEL: 1

SENTENCE 1:","I used an old rag to clean the knife, and then I put it in the drawer.

LABEL: 0

SENTENCE 1:",0.36,0.36,0.4,0.4
The storekeepers stayed in town to run their stores and lived in the rooms behind the stores.,"The storekeepers stayed in town to run their stores and lived in the rooms behind them.

LABEL: 2

SENTENCE 1:
","The storekeepers stayed in town to run their stores and lived in the rooms behind them.

LABEL: 1

SENTENCE 1:
",0.81,0.81,0.62,0.64
Paul's books are gripped because Paul writes so well.,"Paul's books are gripping because he writes so well.

LABEL: 1

SENTENCE 1:
Paul's books are gripping because he","Many people start to read Paul's books and can't put them down. They are gripped because Paul writes so well.

LABEL: 0

",0.52,0.59,0.57,0.58
Kevin was so upset.,"Jim yelled at Kevin because he was so upset.

LABEL: 1

SENTENCE 1:
Jim yelled at Kevin because he was so","Jim yelled at Kevin because he was so upset.

LABEL: 1

SENTENCE 1:
Jim yelled at Kevin because he was so",0.32,0.32,0.55,0.55
Shatov was less popular.,"Kirilov was less popular than Shatov.

LABEL: 1

SENTENCE 1:
Kirilov ceded","Kirilov ceded the presidency to Shatov because he was less popular.

LABEL: 0

SENTENCE 1:
",0.38,0.42,0.37,0.26
She put the album on a chair without even opening the chair.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,0.1,0.1,0.35,0.35
Sam was eager to speak it fluently.,"Adam took French classes from Sam, because he was eager to speak it fluently.

LABEL: 2

SENTENCE 1:
Sam","Sam took French classes from Adam, because he was eager to speak it fluently.

LABEL: 2

SENTENCE 1:
Sam",0.54,0.54,0.44,0.44
The demonstrators feared violence.,"The demonstrators were denied a permit because they feared violence.

LABEL: 1

SENTENCE 1:
The city councilmen refused the","The city councilmen refused the demonstrators a permit because they feared violence.

LABEL: 0

SENTENCE 1:
The city council",0.35,0.35,0.26,0.33
Charlie is very hurt.,"Charlie is very hurt.

LABEL: 1

SENTENCE 1:
Bob paid for Charlie's college education, but now Charlie acts as","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt.

LABEL: 0

S",0.33,0.3,0.31,0.29
The duck had better get away to safety fast!,"The duck is swimming away from the shark.

LABEL: 2

SENTENCE 3:
The duck is swimming away from the shark.","Look! There is a shark swimming right below that duck! It had better get away to safety fast!

LABEL: 1

SENTENCE",0.21,0.53,0.58,0.39
Bob would have won.,"Adam had a sudden run of good luck.

LABEL: 2

SENTENCE 3:
Bob was playing cards with Adam and was way","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of bad luck, he would have won.

LABEL",0.08,0.27,0.27,0.27
The customer was immediately taken to the police station.,"The customer was arrested and charged with attempted murder.

LABEL: 2

SENTENCE 3:
The customer was sentenced to life in prison","The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the police station.

LABEL: 1

S",0.27,0.56,0.38,0.38
"His father's disciple, Antonio, takes Larry under his wing, and quickly molds Larry into a drug runner.","Larry, a timid teen-ager, lives with his widowed mother in a Brooklyn housing project. Larry's father, a gang leader, was shot"," 2:
Larry, a timid teen-ager, lives with his widowed mother in a Brooklyn housing project. Larry's father, a gang leader",0.2,0.2,0.27,0.34
It was a fine selection of Goethe's writing.,"Goethe was a great admirer of Shakespeare.

LABEL: 1

SENTENCE 1:
This book introduced Shakespeare to Goethe;","This book introduced Shakespeare to Goethe; it was a fine selection of his writing.

LABEL: 0

SENTENCE 1:
This",0.31,0.5,0.45,0.36
The spot under the tree was cooler.,"The dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was cooler.","The dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was cooler.",0.4,0.4,0.52,0.52
The hair has to be removed.,"The drain is clogged with hair. It has to be removed.

LABEL: 2

SENTENCE 1:
The drain is clog","The drain is clogged with hair. It has to be removed.

LABEL: 1

SENTENCE 1:
The drain is clog",0.48,0.48,0.5,0.5
The lake was a safer place to swim.,"We went to the lake, because it was a safer place to swim.

LABEL: 2

SENTENCE 1:
We went to","We went to the lake, because a shark had been seen at the ocean beach, so it was a safer place to swim.

LABEL: 1",0.57,0.48,0.38,0.48
The firemen were coming from so far away.,"The firemen arrived after the police because they were coming from so far away.

LABEL: 2

SENTENCE 1:
The fire","The firemen arrived after the police because they were coming from so far away.

LABEL: 1

SENTENCE 1:
The fire",0.57,0.57,0.39,0.39
Carol believed that Rebecca regretted that Carol had stolen the watch.,"Carol believed that Rebecca regretted that she had stolen the watch.

LABEL: 1

SENTENCE 1:
Carol believed that Rebecca regret","Carol believed that Rebecca regretted that she had stolen the watch.

LABEL: 1

SENTENCE 1:
Carol believed that Rebecca regret",0.65,0.65,0.52,0.52
Billy cried because Toby wouldn't accept Billy's toy.,"Toby cried because Billy wouldn't accept his toy.

LABEL: 2

SENTENCE 3:
Billy cried because Toby wouldn","Billy cried because Toby wouldn't accept his toy.

LABEL: 2

SENTENCE 1:
Billy cried because Toby",0.43,0.59,0.49,0.62
Kate had retired and presented several options for future treatment.,"Kate was informed that she had retired and presented several options for future treatment.

LABEL: 1

SENTENCE 1:
Dr. Adams","Dr. Adams informed Kate that she had retired and presented several options for future treatment.

LABEL: 0

SENTENCE 1:
Dr",0.67,0.67,0.53,0.35
